index,name,platform,publisher,developer,cscore,uscore,date,genre
0,The Legend of Zelda: Ocarina of Time,Nintendo64,,Nintendo,9.9,9.1,1998,Action
1,Tony Hawk's Pro Skater 2,PlayStation,,NeversoftEntertainment,9.8,7.4,2000,Sports
2,Grand Theft Auto IV,PlayStation3,,RockstarNorth,9.8,7.6,2008,Action
3,SoulCalibur,Dreamcast,,Namco,9.8,8.5,1999,Action
4,Grand Theft Auto IV,Xbox360,,RockstarNorth,9.8,7.9,2008,Action
5,Super Mario Galaxy,Wii,,Nintendo,9.7,9.0,2007,Action
6,Super Mario Galaxy 2,Wii,,NintendoEADTokyo,9.7,9.1,2010,Action
7,Red Dead Redemption 2,XboxOne,,RockstarGames,9.7,7.8,2018,Action
8,Grand Theft Auto V,XboxOne,,RockstarNorth,9.7,7.8,2014,Action
9,Grand Theft Auto V,PlayStation3,,RockstarNorth,9.7,8.3,2013,Modern
10,Grand Theft Auto V,Xbox360,,RockstarNorth,9.7,8.3,2013,Modern
11,Tony Hawk's Pro Skater 2,Dreamcast,,Treyarch,9.7,6.2,2000,Sports
12,The Legend of Zelda: Breath of the Wild,Switch,,Nintendo,9.7,8.6,2017,Action
13,Tony Hawk's Pro Skater 3,PlayStation2,,NeversoftEntertainment,9.7,7.6,2001,Sports
14,Perfect Dark,Nintendo64,,RareLtd.,9.7,8.9,2000,Action
15,Red Dead Redemption 2,PlayStation4,,RockstarGames,9.7,8.4,2018,Action
16,Grand Theft Auto V,PlayStation4,,RockstarNorth,9.7,8.4,2014,Action
17,Metroid Prime,GameCube,,RetroStudios,9.7,9.2,2002,Action
18,Grand Theft Auto III,PlayStation2,,DMADesign,9.7,8.4,2001,Action
19,Super Mario Odyssey,Switch,,Nintendo,9.7,8.9,2017,Action
20,Halo: Combat Evolved,Xbox,,BungieSoftware,9.7,8.5,2001,Action
21,NFL 2K1,Dreamcast,,VisualConcepts,9.7,6.4,2000,Sports
22,Half-Life 2,PC,,ValveSoftware,9.6,9.1,2004,Action
23,Grand Theft Auto V,PC,,RockstarNorth,9.6,7.8,2015,Modern
24,The Legend of Zelda: Breath of the Wild,WiiU,,Nintendo,9.6,8.2,2017,Fantasy
25,BioShock,Xbox360,,"IrrationalGames,2KMarin",9.6,8.9,2007,Action
26,GoldenEye 007,Nintendo64,,RareLtd.,9.6,9.0,1997,Action
27,Uncharted 2: Among Thieves,PlayStation3,,NaughtyDog,9.6,8.8,2009,Action
28,Resident Evil 4,GameCube,,Capcom,9.6,9.2,2005,Action
29,The Orange Box,Xbox360,,ValveSoftware,9.6,8.8,2007,Action
30,The Orange Box,PC,,ValveSoftware,9.6,9.2,2007,Action
31,Batman: Arkham City,PlayStation3,,RocksteadyStudios,9.6,8.8,2011,Action
32,Tekken 3,PlayStation,,Namco,9.6,9.1,1998,Action
33,Mass Effect 2,Xbox360,,BioWare,9.6,8.9,2010,Role-Playing
34,The Legend of Zelda: Twilight Princess,GameCube,,Nintendo,9.6,8.9,2006,Action
35,The Elder Scrolls V: Skyrim,Xbox360,,BethesdaGameStudios,9.6,8.6,2011,Role-Playing
36,Half-Life,PC,,ValveSoftware,9.6,9.0,1998,Action
37,Resident Evil 4,PlayStation2,,Capcom,9.6,9.0,2005,Action
38,The Legend of Zelda: The Wind Waker,GameCube,,Nintendo,9.6,9.0,2003,Action
39,Gran Turismo,PlayStation,,PolyphonyDigital,9.6,8.7,1998,Driving
40,BioShock,PC,,"IrrationalGames,2KMarin",9.6,8.6,2007,Action
41,Metal Gear Solid 2: Sons of Liberty,PlayStation2,,KCEJ,9.6,8.8,2001,Action
42,Grand Theft Auto Double Pack,Xbox,,RockstarNorth,9.6,8.0,2003,Miscellaneous
43,Baldur's Gate II: Shadows of Amn,PC,,BioWare,9.5,9.1,2000,Role-Playing
44,Grand Theft Auto: San Andreas,PlayStation2,,RockstarNorth,9.5,9.1,2004,Action
45,Grand Theft Auto: Vice City,PlayStation2,,RockstarNorth,9.5,8.8,2002,Action
46,LittleBigPlanet,PlayStation3,,"SCE/WWS,MediaMolecule",9.5,6.8,2008,Action
47,The Legend of Zelda Collector's Edition,GameCube,,Nintendo,9.5,9.0,2003,Action
48,Red Dead Redemption,PlayStation3,,RockstarSanDiego,9.5,8.9,2010,Action
49,Gran Turismo 3: A-Spec,PlayStation2,,PolyphonyDigital,9.5,8.4,2001,Driving
50,Halo 2,Xbox,,BungieSoftware,9.5,8.4,2004,Action
51,The Legend of Zelda: A Link to the Past,GameBoyAdvance,,Capcom,9.5,9.0,2002,Action
52,The Legend of Zelda: Majora's Mask,Nintendo64,,Nintendo,9.5,9.2,2000,Action
53,The Last of Us,PlayStation3,,NaughtyDog,9.5,9.2,2013,Modern
54,The Legend of Zelda: Twilight Princess,Wii,,Nintendo,9.5,8.9,2006,Action
55,Madden NFL 2003,PlayStation2,,EASports,9.5,7.5,2002,Sports
56,Tony Hawk's Pro Skater 2,GameBoyAdvance,,VicariousVisions,9.5,6.8,2001,Sports
57,Persona 5 Royal,PlayStation4,,Atlus,9.5,8.2,2020,Role-Playing
58,The Last of Us Remastered,PlayStation4,,NaughtyDog,9.5,9.2,2014,Action
59,Portal 2,PC,,ValveSoftware,9.5,9.1,2011,Action
60,Red Dead Redemption,Xbox360,,RockstarSanDiego,9.5,9.0,2010,Action
61,Portal 2,Xbox360,,ValveSoftware,9.5,8.7,2011,Action
62,Metal Gear Solid V: The Phantom Pain,XboxOne,,"KojimaProductions,MobyDickStudio",9.5,7.4,2015,Modern
63,Portal 2,PlayStation3,,ValveSoftware,9.5,8.5,2011,Action
64,World of Goo,Wii,,2DBoy,9.4,8.7,2008,Miscellaneous
65,The Elder Scrolls V: Skyrim,PC,,BethesdaGameStudios,9.4,8.3,2011,Role-Playing
66,BioShock Infinite,PlayStation3,,IrrationalGames,9.4,8.5,2013,Action
67,Final Fantasy IX,PlayStation,,SquareSoft,9.4,9.0,2000,Role-Playing
68,Call of Duty: Modern Warfare 2,PlayStation3,,InfinityWard,9.4,6.6,2009,Action
69,God of War,PlayStation4,,SCESantaMonica,9.4,9.2,2018,Action
70,Tony Hawk's Pro Skater 4,PlayStation2,,NeversoftEntertainment,9.4,8.4,2002,Sports
71,Devil May Cry,PlayStation2,,Capcom,9.4,8.6,2001,Action
72,Call of Duty 4: Modern Warfare,PlayStation3,,InfinityWard,9.4,8.4,2007,Action
73,Madden NFL 2002,PlayStation2,,EASports,9.4,7.3,2001,Sports
74,Batman: Arkham City,Xbox360,,RocksteadyStudios,9.4,8.7,2011,Action
75,Mass Effect 2,PC,,BioWare,9.4,8.9,2010,Role-Playing
76,The Legend of Zelda: Ocarina of Time 3D,3DS,,GREZZO,9.4,9.0,2011,Miscellaneous
77,Chrono Cross,PlayStation,,SquareSoft,9.4,8.8,2000,Role-Playing
78,Celeste,XboxOne,,MattMakesGamesInc.,9.4,7.1,2018,Action
79,BioShock,PlayStation3,,"DigitalExtremes,2KMarin",9.4,8.8,2008,Action
80,Mass Effect 2,PlayStation3,,BioWare,9.4,8.6,2011,Role-Playing
81,Grand Theft Auto: Vice City,PC,,RockstarNorth,9.4,8.8,2003,Action
82,Madden NFL 2004,PlayStation2,,EATiburon,9.4,8.2,2003,Sports
83,Gears of War,Xbox360,,EpicGames,9.4,8.3,2006,Action
84,The Elder Scrolls IV: Oblivion,Xbox360,,BethesdaSoftworks,9.4,8.7,2006,Role-Playing
85,Sid Meier's Civilization II,PC,,MPSLabs,9.4,8.8,1996,Strategy
86,Quake,PC,,idSoftware,9.4,8.8,1996,Action
87,Call of Duty 4: Modern Warfare,Xbox360,,InfinityWard,9.4,8.5,2007,Action
88,BioShock Infinite,PC,,IrrationalGames,9.4,8.6,2013,Action
89,Halo 3,Xbox360,,"BungieSoftware,Bungie",9.4,8.0,2007,Action
90,Ninja Gaiden Black,Xbox,,TeamNinja,9.4,8.8,2005,Action
91,The Elder Scrolls IV: Oblivion,PC,,BethesdaSoftworks,9.4,8.1,2006,Role-Playing
92,Street Fighter IV,PlayStation3,,Capcom,9.4,7.4,2009,Action
93,Super Mario Advance 4: Super Mario Bros. 3,GameBoyAdvance,,Nintendo,9.4,8.9,2003,Action
94,Jet Grind Radio,Dreamcast,,Smilebit,9.4,8.1,2000,Action
95,Metal Gear Solid,PlayStation,,KCEJ,9.4,9.2,1998,Action
96,Grim Fandango,PC,,LucasArts,9.4,9.1,1998,Adventure
97,Tom Clancy's Splinter Cell Chaos Theory,Xbox,,UbisoftMontreal,9.4,9.0,2005,Action
98,Burnout 3: Takedown,Xbox,,CriterionGames,9.4,7.7,2004,Driving
99,Diablo,PC,,BlizzardEntertainment,9.4,8.7,1996,Role-Playing
100,Metal Gear Solid 3: Subsistence,PlayStation2,,Aspect,9.4,9.1,2006,Action
101,Call of Duty: Modern Warfare 2,Xbox360,,InfinityWard,9.4,6.5,2009,Action
102,Metal Gear Solid 4: Guns of the Patriots,PlayStation3,,KojimaProductions,9.4,8.8,2008,Action
103,NCAA Football 2004,PlayStation2,,EASports,9.4,8.3,2003,Sports
104,God of War,PlayStation2,,SCESantaMonica,9.4,8.9,2005,Action
105,Star Wars: Knights of the Old Republic,Xbox,,BioWare,9.4,9.1,2003,Role-Playing
106,Sid Meier's Civilization IV,PC,,FiraxisGames,9.4,8.3,2005,Strategy
107,Madden NFL 2004,GameCube,,EATiburon,9.4,7.1,2003,Sports
108,Virtua Fighter 4,PlayStation2,,SegaAM2,9.4,8.1,2002,Action
109,Super Mario 64,Nintendo64,,Nintendo,9.4,9.2,1996,Action
110,The Witcher 3: Wild Hunt,PC,,CDProjektRedStudio,9.3,9.4,2015,Action RPG
111,Burnout 3: Takedown,PlayStation2,,CriterionGames,9.3,9.0,2004,Driving
112,Super Smash Bros. Brawl,Wii,,GameArts,9.3,8.8,2008,Action
113,Company of Heroes,PC,,Relic,9.3,8.8,2006,Strategy
114,Gran Turismo 2,PlayStation,,PolyphonyDigital,9.3,9.0,1999,Driving
115,The Last of Us Part II,PlayStation4,,NaughtyDog,9.3,5.7,2020,General
116,Tom Clancy's Splinter Cell Pandora Tomorrow,Xbox,,UbisoftShanghai,9.3,8.6,2004,Action
117,Grand Theft Auto: Chinatown Wars,DS,,RockstarLeeds,9.3,8.3,2009,Action
118,Divinity: Original Sin II - Definitive Edition,Switch,,"LarianStudiosGames,BlitWorks,TheDragonCommanders",9.3,8.6,2019,Role-Playing
119,Pac-Man Championship Edition DX,Xbox360,,NamcoBandaiGames,9.3,7.6,2010,Adventure
120,Street Fighter Alpha 3,PlayStation,,Capcom,9.3,8.5,1999,Action
121,Tony Hawk's Pro Skater 3,Xbox,,NeversoftEntertainment,9.3,7.6,2002,Sports
122,Hades,Switch,,SupergiantGames,9.3,9.1,2020,Action
123,Half-Life: Alyx,PC,,ValveSoftware,9.3,9.1,2020,Action
124,Divinity: Original Sin II,PC,,LarianStudiosGames,9.3,8.8,2017,Action RPG
125,Unreal Tournament 2004,PC,,EpicGames,9.3,8.8,2004,Action
126,BioShock Infinite,Xbox360,,IrrationalGames,9.3,8.6,2013,Action
127,Braid,Xbox360,,NumberNoneInc.,9.3,8.5,2008,Action
128,God of War II,PlayStation2,,SCESantaMonica,9.3,8.9,2007,Action
129,Super Mario 3D World,WiiU,,Nintendo,9.3,8.9,2013,Platformer
130,Ori and the Will of the Wisps,Switch,,MoonStudios,9.3,8.9,2020,Action
131,Starcraft II: Wings of Liberty,PC,,BlizzardEntertainment,9.3,8.3,2010,Strategy
132,SSX,PlayStation2,,EASportsBig,9.3,8.2,2000,Sports
133,Street Fighter IV,Xbox360,,Capcom,9.3,7.3,2009,Action
134,Minecraft,PC,,MojangAB,9.3,7.9,2011,Action
135,Undertale,Switch,,"tobyfox,8-4",9.3,8.0,2018,Role-Playing
136,Persona 4 Golden,PlayStationVita,,Atlus,9.3,8.6,2012,Role-Playing
137,Persona 5,PlayStation4,,Atlus,9.3,8.7,2017,Role-Playing
138,Red Dead Redemption 2,PC,,RockstarGames,9.3,5.5,2019,Action
139,SSX 3,PlayStation2,,EACanada,9.3,8.8,2003,Sports
140,Tom Clancy's Splinter Cell,Xbox,,UbisoftMontreal,9.3,8.6,2002,Action
141,Grand Theft Auto III,PC,,"DMADesign,RockstarNorth",9.3,8.3,2002,Action
142,Quake III Arena,Dreamcast,,Raster,9.3,8.3,2000,Action
143,Homeworld,PC,,Relic,9.3,8.8,1999,Strategy
144,Okami,PlayStation2,,CloverStudio,9.3,9.1,2006,Action
145,The Elder Scrolls IV: Oblivion,PlayStation3,,4JStudios,9.3,8.1,2007,Role-Playing
146,Fallout 3,Xbox360,,BethesdaGameStudios,9.3,8.5,2008,Role-Playing
147,Gears of War 2,Xbox360,,EpicGames,9.3,7.8,2008,Action
148,SoulCalibur II,GameCube,,Namco,9.3,8.9,2003,Action
149,World Soccer Winning Eleven 6 International,PlayStation2,,KCET,9.3,8.3,2003,Sports
150,NFL 2K3,PlayStation2,,VisualConcepts,9.3,7.3,2002,Sports
151,Mass Effect 3,Xbox360,,BioWare,9.3,5.9,2012,Role-Playing
152,Metal Gear Solid V: The Phantom Pain,PlayStation4,,"KojimaProductions,MobyDickStudio",9.3,8.2,2015,Modern
153,Skies of Arcadia,Dreamcast,,Overworks,9.3,8.9,2000,Role-Playing
154,The Legend of Zelda: Skyward Sword,Wii,,Nintendo,9.3,8.1,2011,Action
155,Mario Kart Super Circuit,GameBoyAdvance,,IntelligentSystems,9.3,7.9,2001,Driving
156,Rock Band 3,Xbox360,,HarmonixMusicSystems,9.3,8.0,2010,Action
157,Viewtiful Joe,GameCube,,CloverStudio,9.3,8.3,2003,Action
158,Test Drive Le Mans,Dreamcast,,MelbourneHouse,9.3,8.2,2000,Driving
159,NBA 2K1,Dreamcast,,VisualConcepts,9.3,7.1,2000,Sports
160,Castlevania: Symphony of the Night,PlayStation,,Konami,9.3,9.2,1997,Action
161,Star Wars: Knights of the Old Republic,PC,,BioWare,9.3,9.0,2003,Role-Playing
162,Virtua Fighter 4: Evolution,PlayStation2,,Sega,9.3,8.6,2003,Action
163,Uncharted 4: A Thief's End,PlayStation4,,NaughtyDog,9.3,8.5,2016,General
164,Super Smash Bros. Ultimate,Switch,,"Nintendo,HALLabs,BandaiNamcoGames,SoraLtd.",9.3,8.6,2018,Action
165,Braid,PlayStation3,,"HotheadGames,NumberNoneInc.",9.3,7.8,2009,Action
166,Mass Effect 3,PlayStation3,,BioWare,9.3,5.7,2012,Role-Playing
167,Paper Mario,Nintendo64,,IntelligentSystems,9.3,9.1,2001,Role-Playing
168,Wipeout XL,PlayStation,,Psygnosis,9.3,8.6,1996,Driving
169,Grand Theft Auto: San Andreas,Xbox,,RockstarNorth,9.3,8.7,2005,Action
170,Resident Evil 2,XboxOne,,CapcomR&DDivision1,9.3,8.6,2019,Action
171,INSIDE,XboxOne,,PLAYDEAD,9.3,8.3,2016,Action
172,World of Warcraft,PC,,BlizzardEntertainment,9.3,7.4,2004,Role-Playing
173,Grand Theft Auto: San Andreas,PC,,RockstarNorth,9.3,8.9,2005,Action
174,Flipnote Studio,DS,,Nintendo,9.3,7.5,2009,Miscellaneous
175,World Soccer Winning Eleven 7 International,PlayStation2,,KCET,9.3,8.3,2004,Sports
176,NBA 2K2,Dreamcast,,VisualConcepts,9.3,7.3,2001,Sports
177,SoulCalibur II,PlayStation2,,Namco,9.2,8.7,2003,Action
178,The Elder Scrolls V: Skyrim,PlayStation3,,BethesdaGameStudios,9.2,6.6,2011,Role-Playing
179,Hades,PC,,SupergiantGames,9.2,9.0,2020,Action
180,Prince of Persia: The Sands of Time,Xbox,,Ubisoft,9.2,7.8,2003,Action
181,Call of Duty 4: Modern Warfare,PC,,InfinityWard,9.2,8.5,2007,Action
182,Forza Horizon 4,XboxOne,,PlaygroundGames,9.2,8.1,2018,Racing
183,God of War III,PlayStation3,,SCESantaMonica,9.2,8.8,2010,Action
184,Divinity: Original Sin II - Definitive Edition,XboxOne,,LarianStudiosGames,9.2,7.7,2018,Role-Playing
185,NFL 2K3,GameCube,,VisualConcepts,9.2,7.1,2002,Sports
186,SSX Tricky,PlayStation2,,EACanada,9.2,8.8,2001,Sports
187,NHL 2002,PlayStation2,,EASports,9.2,8.3,2001,Sports
188,Guitar Hero II,Xbox360,,HarmonixMusicSystems,9.2,8.1,2007,Action
189,Prince of Persia: The Sands of Time,PlayStation2,,Ubisoft,9.2,8.8,2003,Action
190,Uncharted 3: Drake's Deception,PlayStation3,,NaughtyDog,9.2,8.4,2011,Action
191,Rock Band,Xbox360,,HarmonixMusicSystems,9.2,8.0,2007,Action
192,Journey,PlayStation4,,TrickyPixels,9.2,8.3,2015,Action
193,Bloodborne,PlayStation4,,FromSoftware,9.2,8.9,2015,Fantasy
194,Eternal Darkness: Sanity's Requiem,GameCube,,SiliconKnights,9.2,8.7,2002,Action
195,Warcraft III: Reign of Chaos,PC,,BlizzardEntertainment,9.2,9.2,2002,Strategy
196,SSX 3,GameCube,,EACanada,9.2,8.7,2003,Sports
197,The Sims,PC,,Maxis,9.2,7.9,2000,Simulation
198,Banjo-Kazooie,Nintendo64,,RareLtd.,9.2,9.1,1998,Action
199,Sid Meier's Gettysburg!,PC,,FiraxisGames,9.2,7.4,1997,Strategy
200,Celeste,Switch,,MattMakesGamesInc.,9.2,8.5,2018,Action
201,Rock Band 2,Wii,,HarmonixMusicSystems,9.2,7.2,2008,Action
202,Forza Motorsport,Xbox,,MicrosoftGameStudios,9.2,7.6,2005,Driving
203,Madden NFL 2004,Xbox,,EATiburon,9.2,7.6,2003,Sports
204,Super Street Fighter IV,PlayStation3,,Capcom,9.2,7.8,2010,Action
205,World Soccer Winning Eleven 7 International,PC,,KCET,9.2,6.8,2004,Sports
206,Advance Wars,GameBoyAdvance,,IntelligentSystems,9.2,8.9,2001,Strategy
207,Vagrant Story,PlayStation,,SquareSoft,9.2,9.1,2000,Role-Playing
208,What Remains of Edith Finch,XboxOne,,GiantSparrow,9.2,7.7,2017,Adventure
209,Team Fortress 2,PC,,ValveSoftware,9.2,9.1,2007,Action
210,System Shock 2,PC,,"LookingGlassStudios,IrrationalGames",9.2,9.1,1999,Action
211,Tom Clancy's Splinter Cell: Chaos Theory,PC,,UbisoftMontreal,9.2,8.7,2005,Action
212,Final Fantasy XII,PlayStation2,,SquareEnix,9.2,7.6,2006,Role-Playing
213,Undertale,PlayStation4,,"tobyfox,8-4",9.2,6.9,2017,Role-Playing
214,Madden NFL 2003,GameCube,,EASports,9.2,7.4,2002,Sports
215,The Witcher 3: Wild Hunt,PlayStation4,,CDProjektRedStudio,9.2,9.2,2015,Action RPG
216,Super Mario World: Super Mario Advance 2,GameBoyAdvance,,Nintendo,9.2,9.0,2002,Action
217,ESPN NFL 2K5,Xbox,,VisualConcepts,9.2,8.0,2004,Sports
218,Super Smash Bros. Melee,GameCube,,HALLabs,9.2,9.1,2001,Action
219,Madden NFL 2003,Xbox,,EATiburon,9.2,7.2,2002,Sports
220,Virtua Tennis,Dreamcast,,Hitmaker,9.2,7.3,2000,Sports
221,Rome: Total War,PC,,CreativeAssembly,9.2,9.1,2004,Strategy
222,Forza Motorsport 3,Xbox360,,Turn10,9.2,8.1,2009,Driving
223,Okami HD,PC,,Capcom,9.2,7.9,2017,Action
224,Undertale,PC,,tobyfox,9.2,8.4,2015,Role-Playing
225,Batman: Arkham Asylum,Xbox360,,RocksteadyStudios,9.2,8.8,2009,Action
226,Super Mario Sunshine,GameCube,,Nintendo,9.2,8.5,2002,Action
227,SSX 3,Xbox,,EACanada,9.2,8.2,2003,Sports
228,SoulCalibur II,Xbox,,Namco,9.2,8.7,2003,Action
229,Tony Hawk's Pro Skater,PlayStation,,NeversoftEntertainment,9.2,8.8,1999,Sports
230,Thief: The Dark Project,PC,,LookingGlassStudios,9.2,9.0,1998,Action
231,Fire Emblem: Awakening,3DS,,IntelligentSystems,9.2,9.1,2013,Strategy
232,Age of Empires II: The Age of Kings,PC,,EnsembleStudios,9.2,9.1,1999,Strategy
233,Final Fantasy X,PlayStation2,,SquareSoft,9.2,8.9,2001,Role-Playing
234,Prince of Persia: The Sands of Time,GameCube,,Ubisoft,9.2,8.1,2003,Action
235,The Walking Dead: A Telltale Games Series,Xbox360,,TelltaleGames,9.2,8.6,2012,Miscellaneous
236,Unreal Tournament (1999),PC,,EpicGames,9.2,9.0,1999,Action
237,Sid Meier's Alpha Centauri,PC,,FiraxisGames,9.2,8.8,1999,Strategy
238,Wave Race 64,Nintendo64,,Nintendo,9.2,8.3,1996,Driving
239,Divinity: Original Sin II - Definitive Edition,PlayStation4,,LarianStudiosGames,9.2,7.9,2018,Role-Playing
240,Galactic Civilizations II: Twilight of the Arnor,PC,,Stardock,9.2,8.3,2008,Strategy
241,Super Smash Bros. for Wii U,WiiU,,BandaiNamcoGames,9.2,8.9,2014,Action
242,Guitar Hero II,PlayStation2,,HarmonixMusicSystems,9.2,8.4,2006,Miscellaneous
243,Final Fantasy VII,PlayStation,,SquareSoft,9.2,9.1,1997,Role-Playing
244,Rock Band,PlayStation3,,HarmonixMusicSystems,9.2,8.1,2007,Action
245,Chrono Trigger,DS,,TOSE,9.2,9.1,2008,Role-Playing
246,Bayonetta 2,Switch,,"Nintendo,PlatinumGames",9.2,8.5,2018,Action
247,Journey,PlayStation3,,ThatGameCompany,9.2,8.8,2012,Action
248,Xenoblade Chronicles,Wii,,MonolithSoft,9.2,9.2,2012,Role-Playing
249,Conker's Bad Fur Day,Nintendo64,,RareLtd.,9.2,9.0,2001,Action
250,Medal of Honor,PlayStation,,DreamworksInteractive,9.2,8.8,1999,Action
251,PaRappa the Rapper,PlayStation,,NanaOn-Sha,9.2,7.6,1997,Miscellaneous
252,Rock Band 2,Xbox360,,HarmonixMusicSystems,9.2,8.1,2008,Action
253,Mario Kart 8 Deluxe,Switch,,Nintendo,9.2,8.6,2017,Other
254,The ICO & Shadow of the Colossus Collection,PlayStation3,,BluepointGames,9.2,8.7,2011,Miscellaneous
255,Rayman Origins,Wii,,UBlartMontpellier,9.2,8.5,2011,Action
256,Metroid Prime 2: Echoes,GameCube,,RetroStudios,9.2,8.8,2004,Action
257,Out of the Park Baseball 17,PC,,OutOfTheParkDevelopments,9.2,3.3,2016,Sports
258,Metroid Fusion,GameBoyAdvance,,Nintendo,9.2,9.0,2002,Action
259,The Witcher 3: Wild Hunt - Blood and Wine,PC,,CDProjektRedStudio,9.2,9.3,2016,Role-Playing
260,Final Fantasy VI Advance,GameBoyAdvance,,TOSE,9.2,8.7,2007,Role-Playing
261,Rayman Legends,WiiU,,UbisoftMontpellier,9.2,8.7,2013,Action
262,Tiger Woods PGA Tour 2003,PC,,Headgate,9.2,5.1,2002,Sports
263,Madden NFL 2005,Xbox,,EATiburon,9.1,7.4,2004,Sports
264,Super Street Fighter IV,Xbox360,,Capcom,9.1,7.7,2010,Action
265,Pac-Man Championship Edition DX,PlayStation3,,NamcoBandaiGames,9.1,7.8,2010,Adventure
266,Rock Band 2,PlayStation3,,HarmonixMusicSystems,9.1,8.0,2008,Action
267,Microsoft Flight Simulator,PC,,AsoboStudio,9.1,7.2,2020,Simulation
268,Dark Souls II,Xbox360,,FromSoftware,9.1,7.9,2014,Action RPG
269,Dishonored,PC,,ArkaneStudios,9.1,8.4,2012,Action
270,ESPN NFL Football,PlayStation2,,VisualConcepts,9.1,8.5,2003,Sports
271,Medal of Honor: Allied Assault,PC,,2015,9.1,8.6,2002,Action
272,Myth: The Fallen Lords,PC,,"BungieSoftware,Bungie",9.1,8.5,1997,Strategy
273,LittleBigPlanet 2,PlayStation3,,MediaMolecule,9.1,8.6,2011,Action
274,INSIDE,Switch,,PLAYDEAD,9.1,8.5,2018,Action
275,Guitar Hero,PlayStation2,,HarmonixMusicSystems,9.1,8.6,2005,Miscellaneous
276,World of Warcraft: Wrath of the Lich King,PC,,BlizzardEntertainment,9.1,7.9,2008,Role-Playing
277,Rock Band 3,Wii,,BackboneEntertainment,9.1,6.9,2010,Action
278,Metroid Prime Trilogy,Wii,,RetroStudios,9.1,9.0,2009,Action
279,Overwatch,PC,,BlizzardEntertainment,9.1,6.5,2016,General
280,F1 Challenge '99-'02,PC,,ElectronicArts,9.1,7.5,2003,Driving
281,Tony Hawk's Pro Skater 4,GameCube,,NeversoftEntertainment,9.1,8.4,2002,Sports
282,Madden NFL 2001,PlayStation2,,EASports,9.1,7.5,2000,Sports
283,Baldur's Gate,PC,,BioWare,9.1,8.9,1998,Role-Playing
284,Bayonetta 2,WiiU,,PlatinumGames,9.1,8.9,2014,Action
285,The Witcher 3: Wild Hunt,XboxOne,,CDProjektRedStudio,9.1,9.2,2015,Action RPG
286,Rock Band 3,PlayStation3,,HarmonixMusicSystems,9.1,8.1,2010,Action
287,Klonoa 2: Lunatea's Veil,PlayStation2,,Namco,9.1,8.7,2001,Action
288,IL-2 Sturmovik,PC,,"1C,1CEntertainment",9.1,8.7,2001,Simulation
289,Mario Tennis,Nintendo64,,CamelotSoftwarePlanning,9.1,8.8,2000,Sports
290,FreeSpace 2,PC,,VolitionInc.,9.1,8.7,1999,Simulation
291,Colony Wars,PlayStation,,Psygnosis,9.1,8.2,1997,Simulation
292,Metal Gear Solid V: The Phantom Pain,PC,,KojimaProductions,9.1,7.8,2015,Action
293,Ratchet & Clank: Up Your Arsenal,PlayStation2,,InsomniacGames,9.1,9.1,2004,Action
294,Resident Evil,GameCube,,Capcom,9.1,9.2,2002,Action
295,FIFA Soccer 10,PlayStation3,,EASports,9.1,7.6,2009,Sports
296,Assassin's Creed II,PlayStation3,,UbisoftMontreal,9.1,8.6,2009,Action
297,Metal Gear Solid 3: Snake Eater,PlayStation2,,KCEJ,9.1,9.1,2004,Action
298,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Switch,,SquareEnix,9.1,8.6,2019,Role-Playing
299,Twisted Metal: Black,PlayStation2,,IncognitoInc.,9.1,8.5,2001,Driving
300,Spyro: Year of the Dragon,PlayStation,,InsomniacGames,9.1,8.9,2000,Action
301,Tomb Raider,PlayStation,,CoreDesignLtd.,9.1,8.4,1996,Action
302,Overwatch,XboxOne,,BlizzardEntertainment,9.1,5.9,2016,Action
303,Sekiro: Shadows Die Twice,XboxOne,,FromSoftware,9.1,8.0,2019,Action
304,Resident Evil 4: Wii Edition,Wii,,Capcom,9.1,8.9,2007,Action
305,Shadow of the Colossus,PlayStation2,,SCEJapanStudio,9.1,9.1,2005,Action
306,Forza Horizon 3,XboxOne,,PlaygroundGames,9.1,8.0,2016,Racing
307,Peggle,PlayStation3,,PopCap,9.1,7.4,2009,Miscellaneous
308,The Legend of Zelda: Ocarina of Time / Master Quest,GameCube,,Nintendo,9.1,8.9,2003,Action
309,Borderlands 2,PlayStation3,,GearboxSoftware,9.1,8.2,2012,Action
310,Sonic Mania Plus,Switch,,"Sega,Tantalus",9.1,8.0,2018,Action
311,Tom Clancy's Splinter Cell,PC,,UbisoftMontreal,9.1,8.5,2003,Action
312,Dead Cells,XboxOne,,MotionTwin,9.1,8.0,2018,Action
313,Kentucky Route Zero - Act III,PC,,CardboardComputer,9.1,6.7,2014,Adventure
314,NCAA Football 2003,PlayStation2,,EASports,9.1,8.4,2002,Sports
315,Crysis,PC,,Crytek,9.1,8.1,2007,Action
316,Ninja Gaiden,Xbox,,TeamNinja,9.1,8.8,2004,Action
317,God of War: Chains of Olympus,PlayStationPortable,,ReadyatDawn,9.1,8.5,2008,Action
318,Final Fantasy XIV: Shadowbringers,PlayStation4,,SquareEnix,9.1,8.4,2019,Role-Playing
319,DOA2: Hardcore,PlayStation2,,TeamNinja,9.1,8.0,2000,Action
320,World of Warcraft: The Burning Crusade,PC,,BlizzardEntertainment,9.1,8.1,2007,Role-Playing
321,MLB 10: The Show,PlayStation3,,SCEA,9.1,8.2,2010,Sports
