index,name,platform,publisher,developer,cscore,uscore,date,genre
11913,Phoenix Wright: Ace Attorney - Trials and Tribulations,Wii,,Capcom,6.7,8.8,2010,Adventure
11914,Need for Speed Carbon,Wii,,EACanada,6.7,7.5,2006,Driving
11915,Thief,PlayStation4,,EidosMontreal,6.7,6.2,2014,Fantasy
11916,Giraffe and Annika,PC,,AtelierMimina,6.7,6.5,2020,Adventure
11917,Red Johnson's Chronicles,PlayStation3,,LexisNumerique,6.7,5.2,2011,Miscellaneous
11918,Haunting Ground,PlayStation2,,Capcom,6.7,8.7,2005,Action
11919,CivCity: Rome,PC,,"FiraxisGames,FireFlyStudios",6.7,6.9,2006,Strategy
11920,Kane & Lynch: Dead Men,PC,,IoInteractive,6.7,6.0,2007,Action
11921,Travis Strikes Again: No More Heroes,Switch,,GrasshopperManufacture,6.7,7.9,2019,Action
11922,Hyperdimension Neptunia Re;Birth2: Sisters Generation,PlayStationVita,,Felistella,6.7,7.0,2015,Role-Playing
11923,Harry Potter and the Prisoner of Azkaban,Xbox,,EAGames,6.7,8.0,2004,Action
11924,Champions of Anteria,PC,,BlueByte,6.7,6.7,2016,Strategy
11925,Castlevania: Harmony of Despair,Xbox360,,Konami,6.7,7.0,2010,Action
11926,Dynasty Warriors Next,PlayStationVita,,"Koei,OmegaForce",6.7,7.5,2012,Action
11927,Blair Witch,XboxOne,,BlooberTeam,6.7,6.6,2019,Action
11928,Dissidia: Final Fantasy NT,PlayStation4,,TeamNinja,6.7,7.3,2018,Action
11929,Ice Age: Dawn of the Dinosaurs,PlayStation3,,Activision,6.7,7.3,2009,Action
11930,Mega Man Battle Network 5: Team Protoman,GameBoyAdvance,,Capcom,6.7,8.8,2005,Role-Playing
11931,World Championship Poker: Deluxe Series,DS,,SensorySweep,6.7,tbd,2005,Miscellaneous
11932,Yo-kai Watch Blasters: White Dog Squad,3DS,,Level5,6.7,7.5,2018,Action
11933,State of Mind,PlayStation4,,DaedalicEntertainment,6.7,6.0,2018,Action
11934,All Zombies Must Die!,PlayStation3,,Doublesix,6.7,4.6,2011,Action
11935,Double Cross,Switch,,13AMGames,6.7,6.5,2019,Action
11936,Red Faction: Guerrilla Re-Mars-tered,PC,,VolitionInc.,6.7,5.9,2018,Action
11937,Corpse Party: Book of Shadows,PlayStationPortable,,5pb,6.7,8.2,2013,Action
11938,Code of Princess,3DS,,StudioSaizensen,6.7,7.4,2012,Role-Playing
11939,BloodRayne 2,PC,,TerminalReality,6.7,7.4,2005,Action
11940,Harry Potter and the Prisoner of Azkaban,PC,,KnowWonder,6.7,7.5,2004,Action
11941,Dead to Rights,PC,,Namco,6.7,6.1,2003,Action
11942,Blackthorne,GameBoyAdvance,,MassMedia,6.7,8.0,2003,Action
11943,Legaia 2: Duel Saga,PlayStation2,,Prokion,6.7,8.2,2002,Role-Playing
11944,Commandos 2: Men of Courage,PlayStation2,,PyroStudios,6.7,6.9,2002,Strategy
11945,Tsugunai: Atonement,PlayStation2,,CattleCall,6.7,8.6,2001,Role-Playing
11946,NFL Quarterback Club 2002,PlayStation2,,Acclaim,6.7,7.8,2001,Sports
11947,Star Wars: Demolition,Dreamcast,,"Luxoflux,Inc.",6.7,7.5,2000,Driving
11948,Uncharted: Fight for Fortune,PlayStationVita,,SonyBend,6.7,5.9,2012,Strategy
11949,DC Universe Online,PlayStation3,,WBIE,6.7,7.3,2011,Role-Playing
11950,Top Spin,PlayStation2,,PamDevelopment,6.7,7.8,2005,Sports
11951,Ministry of Broadcast,PC,,"HomelessUnicorn,MinistryofBroadcastStudios",6.7,7.5,2020,Adventure
11952,One Piece: Unlimited Adventure,Wii,,Ganbarion,6.7,8.5,2008,Action
11953,MXGP3: The Official Motocross Videogame,PlayStation4,,MilestoneS.r.l,6.7,tbd,2017,Racing
11954,Tycoon City: New York,PC,,DeepRed,6.7,7.9,2006,Strategy
11955,CounterSpy,PlayStation4,,Dynamighty,6.7,6.7,2014,Action
11956,Resident Evil 6,Xbox360,,Capcom,6.7,5.1,2012,Action
11957,The Simpsons Road Rage,GameCube,,RadicalEntertainment,6.7,7.7,2001,Driving
11958,Help Will Come Tomorrow,PC,,ArclightCreations,6.7,7.1,2020,Strategy
11959,Elli,Switch,,BandanaKid,6.7,6.6,2019,Action
11960,Urban Trial Freestyle 2,3DS,,"Teyon,TateMultimedia",6.7,6.3,2017,Racing
11961,Uncanny Valley,PC,,CowardlyCreations,6.7,6.4,2015,Action
11962,LEGO Star Wars III: The Clone Wars,3DS,,Traveller'sTales,6.7,6.4,2011,Action
11963,Mega Man X: Command Mission,GameCube,,Capcom,6.7,8.7,2004,Role-Playing
11964,Miitopia,3DS,,Nintendo,6.7,7.8,2017,Action
11965,Cel Damage,GameCube,,PseudoInteractive,6.7,7.1,2002,Driving
11966,Guinness World Records: The Videogame,Wii,,TTFusion,6.7,7.0,2008,Action
11967,The Park,PC,,Funcom,6.7,6.2,2015,Action
11968,Secret Files 3,PC,,AnimationArts,6.7,5.9,2012,Adventure
11969,MySims Racing,DS,,EAGames,6.7,7.5,2009,Driving
11970,Men's Room Mayhem,PlayStationVita,,SawflyStudios,6.7,5.1,2013,Action
11971,East India Company,PC,,NitroGames,6.7,5.8,2009,Action
11972,Batman: Rise of Sin Tzu,Xbox,,UbisoftMontreal,6.7,7.7,2003,Action
11973,The Godfather II,PlayStation3,,EARedwoodShores,6.7,7.1,2009,Action
11974,Shank,PC,,KleiEntertainment,6.7,6.8,2010,Action
11975,NFL Head Coach 09,Xbox360,,EATiburon,6.7,8.1,2008,Sports
11976,The Council - Episode 2: Hide and Seek,PlayStation4,,BigBadWolf,6.7,6.6,2018,Adventure
11977,Outcast: Second Contact,XboxOne,,"Appeal,BigbenGames",6.7,7.0,2017,Action
11978,Claire: Extended Cut,XboxOne,,HailstormGamesInc,6.7,6.0,2016,Adventure
11979,Milky Way Prince: The Vampire Star,PC,,LorenzoRedaelli,6.7,tbd,2020,Adventure
11980,Redeemer: Enhanced Edition,PlayStation4,,Sobaka,6.7,7.2,2019,Action
11981,Picross S,Switch,,JupiterCorporation,6.7,7.4,2017,Puzzle
11982,Disney's Chicken Little,GameCube,,AvalancheSoftware,6.7,tbd,2005,Action
11983,Crash Bandicoot Purple: Ripto's Rampage,GameBoyAdvance,,VicariousVisions,6.7,6.5,2004,Action
11984,Lupin the 3rd: Treasure of the Sorcerer King,PlayStation2,,Banpresto,6.7,7.2,2004,Action
11985,R: Racing Evolution,GameCube,,Namco,6.7,7.0,2003,Driving
11986,Pirate Hunter,PC,,"AscaronEntertainmentGmbH,AscaronEntertainment",6.7,6.3,2003,Action
11987,Earth 2150: Lost Souls,PC,,Zuxxez,6.7,7.0,2002,Strategy
11988,Tom Clancy's Rainbow Six Rogue Spear: Black Thorn,PC,,RedStormEntertainment,6.7,4.9,2001,Action
11989,Extermination,PlayStation2,,DeepSpace,6.7,7.8,2001,Action
11990,World War Z,PlayStation4,,SaberInteractive,6.7,6.2,2019,Action
11991,Spintires: Mudrunner,PlayStation4,,KochMedia,6.7,7.3,2017,Simulation
11992,The Sims 3: Showtime,PC,,TheSimsStudio,6.7,5.3,2012,Simulation
11993,Dungeonland,PC,,CriticalStudio,6.7,7.5,2013,Action
11994,The Legend of Spyro: A New Beginning,GameCube,,KromeStudios,6.7,6.8,2006,Action
11995,Felix the Reaper,Switch,,KongOrange,6.7,7.1,2019,Adventure
11996,Infernium,Switch,,CarlosCoronado,6.7,6.0,2018,Action
11997,Monster Energy Supercross - The Official Videogame,PlayStation4,,MilestoneS.r.l,6.7,4.6,2018,Racing
11998,Dead Island: Definitive Collection,XboxOne,,Techland,6.7,5.0,2016,Miscellaneous
11999,Trivial Pursuit,Wii,,EABrightLight,6.7,5.8,2009,Miscellaneous
12000,WALL-E,PlayStation2,,AsoboStudio,6.7,8.3,2008,Action
12001,Two Worlds II,Xbox360,,RealityPump,6.7,6.5,2011,Role-Playing
12002,Full Auto 2: Battlelines,PlayStation3,,PseudoInteractive,6.7,7.6,2006,Simulation
12003,The Little Acre,PlayStation4,,CurveDigital,6.7,6.5,2016,Action
12004,Taito Legends 2,PlayStation2,,EmpireOxford,6.7,8.2,2007,Miscellaneous
12005,Hard Reset Redux,XboxOne,,FlyingWildHog,6.7,6.4,2016,Action
12006,The Way,PC,,PuzzlingDream,6.7,7.2,2016,Action
12007,D4: Dark Dreams Don't Die,PC,,AccessGames,6.7,7.0,2015,Adventure
12008,Fuel,PlayStation3,,AsoboStudio,6.7,7.4,2009,Driving
12009,Namco Museum DS,DS,,M2,6.7,6.5,2007,Miscellaneous
12010,"Warhammer 40,000: Squad Command",PlayStationPortable,,RedLynx,6.7,7.8,2007,Strategy
12011,Blood Will Tell,PlayStation2,,PaonCorporation,6.7,7.9,2004,Action
12012,Super Daryl Deluxe,PlayStation4,,Dan&GaryGames,6.7,5.0,2018,Role-Playing
12013,Disney's Meet the Robinsons,PlayStation2,,AvalancheSoftware,6.7,5.0,2007,Action
12014,Small Radios Big Televisions,PC,,"OwenDeery,FireFace",6.7,4.6,2016,Adventure
12015,Rogue Wizards,PC,,SpellbindStudios,6.7,6.7,2016,Role-Playing
12016,CALENDULA,PC,,BloomingBudsStudio,6.7,7.4,2016,Adventure
12017,Tecmo Bowl Throwback,Xbox360,,SouthendInteractive,6.7,7.3,2010,Sports
12018,Rayman Raving Rabbids,Xbox360,,UbisoftMontpellier,6.7,7.5,2007,Action
12019,Sega Superstars Tennis,PlayStation3,,SumoDigital,6.7,7.3,2008,Sports
12020,Harry Potter and the Order of the Phoenix,PlayStation3,,EAGames,6.7,4.7,2007,Action
12021,Psikyo Shooting Stars Bravo,Switch,,Psikyo,6.7,tbd,2020,Miscellaneous
12022,Fragile Dreams: Farewell Ruins of the Moon,Wii,,Tri-Crescendo,6.7,8.3,2010,Role-Playing
12023,Dewy's Adventure,Wii,,Konami,6.7,6.3,2007,Action
12024,Jak and Daxter Collection,PlayStationVita,,MassMedia,6.7,6.3,2013,Action
12025,Cooking Mama,DS,,"TaitoCorporation,OfficeCreate",6.7,7.4,2006,Simulation
12026,Samurai Jack: Battle Through Time,PlayStation4,,Soleil,6.7,7.7,2020,Action
12027,City of Brass,XboxOne,,UppercutGamesPtyLtd,6.7,3.6,2018,Action
12028,Inked,PC,,SomniumGamesd.o.o.,6.7,5.9,2018,Adventure
12029,Operation Flashpoint: Red River,PC,,Codemasters,6.7,4.9,2011,Action
12030,The Sims: Pet Stories,PC,,Maxis,6.7,7.6,2007,Simulation
12031,Freestyle MetalX,Xbox,,DeibusStudios,6.7,6.7,2003,Driving
12032,Circus Maximus: Chariot Wars,Xbox,,KodiakInteractive,6.7,6.3,2002,Driving
12033,Dark Summit,PlayStation2,,RadicalEntertainment,6.7,tbd,2001,Sports
12034,18 Wheeler: American Pro Trucker,Dreamcast,,Sega,6.7,6.9,2001,Driving
12035,In Cold Blood,PC,,RevolutionSoftware,6.7,7.2,2001,Adventure
12036,RayCrisis: Series Termination,PlayStation,,TaitoCorporation,6.7,tbd,2000,Action
12037,Interrogation: You will be deceived,PC,,CritiqueGaming,6.7,7.6,2019,Adventure
12038,LEGRAND LEGACY: Tale of the Fatebounds,Switch,,AnotherIndie,6.7,5.9,2019,Role-Playing
12039,Onimusha: Warlords,PC,,Capcom,6.7,6.5,2019,Action
12040,CrossworDS,DS,,NuevoRetroGames,6.7,6.8,2008,Miscellaneous
12041,MVP Baseball,PlayStationPortable,,EACanada,6.7,7.7,2005,Sports
12042,Disintegration,XboxOne,,V1Interactive,6.7,6.2,2020,Action
12043,Shape of the World,Switch,,"SeavenStudio,HollowTreeGames",6.7,6.4,2018,Action
12044,Rocketbirds 2: Evolution,PlayStation4,,RatloopAsiaPteLtd,6.7,6.3,2016,Action
12045,Agatha Christie's The ABC Murders,PlayStation4,,Microids,6.7,6.0,2016,Adventure
12046,Roogoo: Twisted Towers,Wii,,SpiderMonk,6.7,tbd,2009,Miscellaneous
12047,Major League Baseball 2K8,PlayStation3,,KushGames,6.7,5.6,2008,Sports
12048,Midway Arcade Treasures 3,PlayStation2,,DigitalEclipse,6.7,tbd,2005,Miscellaneous
12049,Turok,PlayStation3,,PropagandaGames,6.7,6.0,2008,Action
12050,Giga Wrecker Alt.,Switch,,GameFreak,6.7,4.0,2019,Action
12051,Prince of Persia: Epilogue,Xbox360,,UbisoftMontreal,6.7,6.4,2009,Action
12052,Runaway: The Dream of the Turtle,PC,,PenduloStudios,6.7,7.8,2007,Adventure
12053,Rise of Incarnates,PC,,BandaiNamcoGames,6.7,7.0,2015,Action
12054,Malicious,PlayStation3,,Alvion,6.7,5.6,2012,Action
12055,The Dark Crystal: Age of Resistance Tactics,PC,,BonusXP,6.7,6.1,2020,Strategy
12056,Scanner Sombre,PC,,IntroversionSoftware,6.7,6.5,2017,Action
12057,Pacific Storm,PC,,LestaStudio,6.7,5.9,2006,Strategy
12058,Supersonic Acrobatic Rocket-Powered Battle-Cars,PlayStation3,,Psyonix,6.7,8.2,2008,Action
12059,Touch Detective 2 1/2,DS,,BeeWorks,6.7,tbd,2007,Adventure
12060,TT Isle of Man: Ride On The Edge,PlayStation4,,"Kylotonn,MaximumGames",6.7,6.2,2018,Racing
12061,Teenage Mutant Ninja Turtles: Smash-Up,Wii,,GameArts,6.7,8.1,2009,Action
12062,Faces of War,PC,,BestWay,6.7,8.5,2006,Strategy
12063,The Last Blade: Beyond the Destiny,Switch,,"CodeMysticsInc.,SNKCorporation",6.7,tbd,2020,Action
12064,V-Rally 4,XboxOne,,Kylotonn,6.7,6.1,2018,Racing
12065,The King's Bird,PC,,SerenityForge,6.7,7.0,2018,Action
12066,Crossing Souls,Switch,,Fourattic,6.7,6.1,2018,Action
12067,Tyranny: Bastard's Wound,PC,,ObsidianEntertainment,6.7,6.8,2017,Role-Playing
12068,NBA Playgrounds,PC,,SaberInteractive,6.7,7.2,2017,Sports
12069,Dungeon Souls,PC,,MikeStudios,6.7,5.8,2016,Role-Playing
12070,Sebastien Loeb Rally Evo,PC,,MilestoneS.r.l,6.7,7.1,2016,Racing
12071,Dragon Ball: Xenoverse,XboxOne,,DimpsCorporation,6.7,7.1,2015,Action
12072,Football Manager Classic 2014,PlayStationVita,,SportsInteractive,6.7,7.4,2014,Sports
12073,Platformines,PC,,MagikoGaming,6.7,7.0,2014,Action
12074,DOOM 3 BFG Edition,Xbox360,,idSoftware,6.7,7.1,2012,Action
12075,The Urbz: Sims in the City,DS,,GriptoniteGames,6.7,8.0,2004,Simulation
12076,Fisherman's Challenge,PlayStation2,,Konami,6.7,6.8,2003,Sports
12077,AquaNox,PC,,MassiveDevelopment,6.7,7.7,2001,Simulation
12078,Mario & Sonic at the London 2012 Olympic Games,Wii,,"Racjin,SegaSportsR&D",6.6,7.7,2011,Sports
12079,Galaga,Xbox360,,NamcoBandaiGames,6.6,7.0,2006,Action
12080,Aquanox Deep Descent,PC,,DigitalArrow,6.6,7.8,2020,Simulation
12081,Crash Tag Team Racing,PlayStation2,,RadicalEntertainment,6.6,7.8,2005,Driving
12082,Fallout: Brotherhood of Steel,Xbox,,Interplay,6.6,5.2,2004,Role-Playing
12083,Capcom Classics Mini Mix,GameBoyAdvance,,SensorySweep,6.6,tbd,2006,Miscellaneous
12084,Outlaw Tennis,Xbox,,Hypnotix,6.6,7.3,2005,Sports
12085,Double Dragon: Neon,Xbox360,,WayForward,6.6,7.4,2012,Action
12086,Silence of the Sleep,PC,,JesseMakkonen,6.6,7.6,2014,Adventure
12087,Star Wars Battlefront II,XboxOne,,EADICE,6.6,1.5,2017,Action
12088,WWE 2K18,PlayStation4,,Yuke's,6.6,5.5,2017,Sports
12089,Monochroma,XboxOne,,NowhereStudios,6.6,tbd,2016,Action
12090,Age of Mythology: Extended Edition,PC,,EnsembleStudios,6.6,7.3,2014,Strategy
12091,Terminator 3: The Redemption,Xbox,,ParadigmEntertainment,6.6,7.4,2004,Action
12092,Vader Immortal: A Star Wars VR Series,PlayStation4,,ILMxLab,6.6,5.1,2020,Miscellaneous
12093,Ghost in the Shell: Stand Alone Complex (2004),PlayStation2,,CaviaInc.,6.6,6.4,2004,Action
12094,Pro Cycling Manager Season 2015,PC,,Cyanide,6.6,7.2,2015,Sports
12095,Among the Sleep,PC,,KrillbiteStudio,6.6,7.4,2014,Modern
12096,Madden NFL 06,DS,,ExientEntertainment,6.6,6.3,2005,Sports
12097,Sonic Generations,3DS,,"Sega,DimpsCorporation",6.6,6.8,2011,Action
12098,Save me Mr Tako: Tasukete Tako-San,Switch,,"Nicalis,ChristopheGalati",6.6,6.8,2018,Action
12099,Culpa Innata,PC,,MomentumDMT,6.6,7.7,2007,Adventure
12100,Heroes of Might and Magic V: Hammers of Fate,PC,,NivalInteractive,6.6,8.3,2006,Strategy
12101,Batman Begins,GameCube,,EurocomEntertainmentSoftware,6.6,7.5,2005,Action
12102,Potata: Fairy Flower,Switch,,OverGamez,6.6,7.6,2020,Action
12103,Windscape,Switch,,MagicSandbox,6.6,tbd,2019,Action
12104,Impact Winter,PlayStation4,,MojoBones,6.6,tbd,2018,Adventure
12105,Earthlock: Festival of Magic,XboxOne,,SnowCastleGames,6.6,7.2,2016,Role-Playing
12106,Foul Play,PlayStation4,,Mediatonic,6.6,4.6,2016,Action
12107,The Sims 4: Outdoor Retreat,PC,,Maxis,6.6,5.9,2015,Simulation
12108,Sparkle 2,PlayStation4,,"10tonsLtd,10tons",6.6,6.0,2014,Action
12109,True Swing Golf,DS,,T&ESoft,6.6,7.7,2006,Sports
12110,Transformers: Decepticons,DS,,VicariousVisions,6.6,8.3,2007,Action
12111,Geist,GameCube,,n-Space,6.6,8.2,2005,Action
12112,The Sims 4,XboxOne,,Maxis,6.6,3.6,2017,Simulation
12113,Rubik's World,DS,,TwoTribes,6.6,tbd,2008,Miscellaneous
12114,Tales of the World: Radiant Mythology,PlayStationPortable,,AlfaSystem,6.6,7.7,2007,Role-Playing
12115,Tom Clancy's Ghost Recon Advanced Warfighter,Xbox,,UbisoftShanghai,6.6,5.6,2006,Action
12116,DreamWorks Madagascar,DS,,VicariousVisions,6.6,6.8,2005,Action
12117,Redeemer: Enhanced Edition,XboxOne,,Sobaka,6.6,7.9,2019,Action
12118,Red Faction: Guerrilla - Demons of the Badlands,Xbox360,,VolitionInc.,6.6,5.6,2009,Action
12119,Devil May Cry 3: Special Edition,PC,,Sourcenext,6.6,8.6,2006,Action
12120,Scooby-Doo! Night of 100 Frights,Xbox,,THQ,6.6,7.3,2003,Action
12121,Blood Omen 2,PC,,NixxesSoftware,6.6,8.3,2002,Action
12122,F1 Championship Season 2000,PlayStation,,VisualSciences,6.6,tbd,2000,Driving
12123,City Life 2008 Edition,PC,,ParadoxInteractive,6.6,7.6,2008,Strategy
12124,EQQO,Switch,,ParallelStudio,6.6,6.2,2020,General
12125,Dragon Ball Z: Supersonic Warriors 2,DS,,ArcSystemWorks,6.6,7.5,2005,Action
12126,Nights of Azure 2: Bride of the New Moon,PlayStation4,,Gust,6.6,6.9,2017,Action
12127,Quantum Break,PC,,RemedyEntertainment,6.6,5.6,2016,Action
12128,Nine Parchments,Switch,,"Frozenbyte,Inc.",6.6,7.1,2017,Role-Playing
12129,Time Crisis: Crisis Zone,PlayStation2,,Namco,6.6,tbd,2004,Action
12130,Pitfall: The Lost Expedition,PC,,Beenox,6.6,7.7,2004,Action
12131,MediEvil: Resurrection,PlayStationPortable,,SCEE,6.6,8.4,2005,Action
12132,LEGO Worlds,PlayStation4,,TTGames,6.6,6.4,2017,Action
12133,BlazeRush,PC,,TargemGames,6.6,8.3,2014,Driving
12134,Kirby Fighters Deluxe,3DS,,HALLabs,6.6,6.8,2014,Action
12135,Black The Fall,PlayStation4,,SandSailorStudio,6.6,6.7,2017,Action
12136,Saints Row: Gat Out of Hell,PC,,VolitionInc.,6.6,6.2,2015,Action
12137,Nibiru: Age of Secrets,PC,,FutureGames,6.6,5.8,2005,Adventure
12138,Black Rock Shooter: The Game,PlayStationPortable,,"ImageEpoch,Imageepoch",6.6,7.2,2013,Action
12139,Tecmo Bowl: Kickoff,DS,,PolygonMagic,6.6,7.3,2008,Sports
12140,The Sinking City,XboxOne,,Frogwares,6.6,6.4,2019,Action
12141,Fallen Legion+,PC,,YummyYummyTummy,6.6,tbd,2018,Role-Playing
12142,Oceanhorn: Monster of Uncharted Seas,Switch,,Cornfox&Bros.,6.6,7.4,2017,Action
12143,Animal Crossing: Happy Home Designer,3DS,,Nintendo,6.6,6.9,2015,Simulation
12144,Back to the Future: The Game,Wii,,IronGalaxyStudios,6.6,4.1,2011,Miscellaneous
12145,Zombie Apocalypse,Xbox360,,Nihilistic,6.6,7.7,2009,Action
12146,Cloudy With a Chance of Meatballs,PlayStation3,,UbisoftShanghai,6.6,5.7,2009,Action
12147,Glory of the Roman Empire,PC,,"Haemimont,HaemimontGames",6.6,7.5,2006,Strategy
12148,The Lord of the Rings: War in the North,PC,,SnowblindStudios,6.6,7.2,2011,Role-Playing
12149,Shadowrun,Xbox360,,FASAStudio,6.6,7.5,2007,Action
12150,Driveclub VR,PlayStation4,,EvolutionStudios,6.6,6.7,2016,Racing
12151,Crash Tag Team Racing,GameCube,,RadicalEntertainment,6.6,7.3,2005,Driving
12152,NASCAR Heat 2,PlayStation4,,"MonsterGamesInc.,704Games",6.6,5.7,2017,Racing
12153,Ty the Tasmanian Tiger 3: Night of the Quinkan,Xbox,,KromeStudios,6.6,tbd,2005,Action
12154,Final Fantasy XI,Xbox360,,SquareEnix,6.6,6.5,2006,Role-Playing
12155,Scarygirl,PlayStation3,,TikGames,6.6,6.0,2012,Action
12156,Pac-Man World 2,Xbox,,Namco,6.6,tbd,2002,Action
12157,WTA Tour Tennis,GameBoyAdvance,,NowProduction,6.6,tbd,2002,Sports
12158,All-Star Baseball 2002,GameCube,,Acclaim,6.6,6.3,2001,Sports
12159,Far Gate,PC,,SuperXStudios,6.6,tbd,2001,Strategy
12160,Majestic,PC,,Anim-X,6.6,7.3,2001,Adventure
12161,Alone in the Dark: The New Nightmare,PC,,SpiralHouse,6.6,7.7,2001,Action
12162,SnoCross Championship Racing,PlayStation,,UDS,6.6,tbd,2000,Driving
12163,Fitness Boxing,Switch,,"ImagineerCo.,Ltd.",6.6,6.7,2019,Miscellaneous
12164,We Ski & Snowboard,Wii,,BandaiNamcoGames,6.6,8.5,2009,Sports
12165,This is the Police 2,PC,,WeappyStudio,6.6,6.5,2018,Simulation
12166,Ice Age 2: The Meltdown,Wii,,"VivendiGames,Eurocom",6.6,8.0,2006,Action
12167,Looney Tunes: Duck Amuck,DS,,WayForward,6.6,tbd,2007,Action
12168,The Incredible Adventures of Van Helsing: Extended Edition,PlayStation4,,NeocoreGames,6.6,6.3,2017,Role-Playing
12169,AiRace Xeno,3DS,,QubicGames,6.6,6.9,2014,Driving
12170,Oozi: Earth Adventure,PC,,"AwesomeGamesStudio,AwesomeGamesStudio",6.6,6.9,2012,Action
12171,Adventures of Mana,PlayStationVita,,"SquareEnix,MCF",6.6,8.4,2016,Role-Playing
12172,Neverwinter,XboxOne,,CrypticStudios,6.6,5.0,2015,Role-Playing
12173,Secret Files: Tunguska,PC,,FusionsphereSystems,6.6,7.2,2006,Adventure
12174,Peaky Blinders: Mastermind,Switch,,FuturLab,6.6,tbd,2020,Adventure
12175,Castaway Paradise,PlayStation4,,StolenCouchGames,6.6,tbd,2018,Simulation
12176,Her Majesty's SPIFFING,XboxOne,,BillyGoatEntertainmentLtd,6.6,6.8,2016,Adventure
12177,Enigmatis: The Ghosts of Maple Creek,XboxOne,,ArtifexMundi,6.6,7.4,2016,Puzzle
12178,King Oddball,PlayStationVita,,"10tonsLtd,10tons",6.6,5.9,2014,Miscellaneous
12179,Prey the Stars,DS,,KoeiCanada,6.6,tbd,2008,Action
12180,Evil Dead: Regeneration,Xbox,,CrankyPantsGames,6.6,7.2,2005,Action
12181,Aeon Flux,PlayStation2,,TerminalReality,6.6,6.2,2005,Action
12182,Cobalt,XboxOne,,Oxeye,6.6,7.3,2016,Action
12183,Marlow Briggs and the Mask of Death,Xbox360,,ZootFly,6.6,5.7,2013,Action
12184,Crysis Remastered,Switch,,SaberInteractive,6.6,8.1,2020,Action
12185,F.E.A.R. Files,Xbox360,,"TimeGateStudios,Day1Studios",6.6,7.4,2007,Action
12186,Theatre of War,PC,,"Battlefront.com,1C,1CEntertainment",6.6,6.2,2007,Strategy
12187,WRC: FIA World Rally Championship,Xbox360,,MilestoneS.r.l,6.6,5.8,2010,Driving
12188,Mole Control,PC,,Remode,6.6,tbd,2010,Miscellaneous
12189,Rumble Roses,PlayStation2,,Yuke's,6.6,8.5,2004,Action
12190,I Am Alive,PC,,UbisoftShanghai,6.6,6.0,2012,Action
12191,Vempire,PlayStationPortable,,impressionware,6.6,tbd,2009,Miscellaneous
12192,Toki,Switch,,Microids,6.6,7.1,2018,Action
12193,Desperados 2: Cooper's Revenge,PC,,Spellbound,6.6,6.6,2006,Strategy
12194,Super Stardust Ultra VR,PlayStation4,,SonyInteractiveEntertainment,6.6,6.6,2016,Action
12195,The Incredible Adventures of Van Helsing II,XboxOne,,NeocoreGames,6.6,6.8,2016,Role-Playing
12196,LEGO Star Wars III: The Clone Wars,DS,,Traveller'sTales,6.6,6.8,2011,Action
12197,Nerf N-Strike,Wii,,"EARedwoodShores,EASaltLake",6.6,4.4,2008,Action
12198,Wolf of the Battlefield: Commando 3,PlayStation3,,BackboneEmeryville,6.6,7.0,2008,Action
12199,Mobile Suit Gundam: Encounters in Space,PlayStation2,,Bandai,6.6,8.6,2003,Simulation
12200,Aliens Versus Predator: Extinction,PlayStation2,,ZonoInc.,6.6,8.4,2003,Strategy
12201,Return to Castle Wolfenstein: Operation Resurrection,PlayStation2,,Raster,6.6,7.9,2003,Action
12202,Superman: Shadow of Apokolips,GameCube,,Atari,6.6,7.1,2003,Action
12203,Jet X2O,PlayStation2,,KillerGame,6.6,tbd,2002,Driving
12204,Moto Racer 3,PC,,DelphineSoftwareInternational,6.6,7.5,2002,Driving
12205,Unsolved Crimes,DS,,NowProduction,6.6,tbd,2008,Action
12206,One Piece: Burning Blood,PlayStation4,,SpikeChunsoft,6.6,7.2,2016,Action
12207,The Last Remnant,Xbox360,,SquareEnix,6.6,6.8,2008,Role-Playing
12208,Samurai Champloo: Sidetracked,PlayStation2,,GrasshopperManufacture,6.6,7.1,2006,Action
12209,Lost Planet: Extreme Condition,PC,,Capcom,6.6,7.2,2007,Action
12210,Blue Reflection,PlayStation4,,Gust,6.6,7.2,2017,Role-Playing
12211,Kinect Sports: Season Two,Xbox360,,"RareLtd.,BigPark",6.6,6.8,2011,Sports
12212,Wheelman,PlayStation3,,Tigon,6.6,7.2,2009,Driving
12213,Darius Cozmic Collection: Console,Switch,,ININGames,6.6,tbd,2020,Miscellaneous
12214,Fantastic Pets,Xbox360,,BlitzGamesStudios,6.6,7.5,2011,Action
12215,Sunset,PC,,TaleofTales,6.6,2.8,2015,Modern
12216,The Walking Dead: Michonne - Episode 2: Give No Shelter,PC,,TelltaleGames,6.6,6.3,2016,Adventure
12217,H1Z1: Battle Royale,PlayStation4,,"SonyOnlineEntertainment,DaybreakGames",6.6,4.0,2018,Action
12218,NASCAR Heat Evolution,PlayStation4,,"MonsterGamesInc.,DusenberryMartinRacing",6.6,4.4,2016,Racing
12219,Apache: Air Assault,PlayStation3,,GaijinEntertainment,6.6,5.8,2010,Simulation
12220,Cold Fear,PC,,Darkworks,6.6,7.6,2005,Action
12221,Ghostbusters: The Video Game Remastered,PlayStation4,,SaberInteractive,6.6,6.8,2019,Action
12222,Atari Anthology,PlayStation2,,DigitalEclipse,6.6,6.2,2004,Miscellaneous
12223,WRC 6: World Rally Championship,PC,,Kylotonn,6.6,5.4,2016,Racing
